instance,model,model_size,storage,serialization_time,deserialization_time,to_gpu_time,from_gpu_time
g5.2xlarge,convnext-small,197948042,nvme,0.2163,0.5909,0.0315,0.0276
g5.2xlarge,convnext-small,197948042,nvme,0.2162,0.5911,0.0312,0.0275
g5.2xlarge,convnext-small,197948042,nvme,0.2164,0.6011,0.0312,0.0275
g5.2xlarge,convnext-small,197948042,nvme,0.2234,0.5985,0.0311,0.0276
g5.2xlarge,convnext-base,350405450,nvme,0.3817,1.0090,0.0459,0.0397
g5.2xlarge,convnext-base,350405450,nvme,0.3751,1.0088,0.0460,0.0397
g5.2xlarge,convnext-base,350405450,nvme,0.3745,1.1358,0.0458,0.0400
g5.2xlarge,convnext-base,350405450,nvme,0.3762,1.0096,0.0460,0.0400
g5.2xlarge,convnext-base,350405450,nvme,0.3788,1.0218,0.0462,0.0398
g5.2xlarge,convnext-large,785081418,nvme,0.8486,2.2222,0.0859,0.0746
g5.2xlarge,convnext-large,785081418,nvme,0.8524,2.2378,0.0865,0.0741
g5.2xlarge,convnext-large,785081418,nvme,0.8519,2.2255,0.0857,0.0745
g5.2xlarge,convnext-large,785081418,nvme,0.8458,2.2064,0.0849,0.0741
g5.2xlarge,convnext-large,785081418,nvme,0.8489,2.2365,0.0860,0.0746
g5.2xlarge,mobilenet_v3_large,17048202,nvme,0.0282,0.0854,0.0100,0.0083
g5.2xlarge,mobilenet_v3_large,17048202,nvme,0.0282,0.0869,0.0100,0.0084
g5.2xlarge,mobilenet_v3_large,17048202,nvme,0.0288,0.0862,0.0101,0.0084
g5.2xlarge,mobilenet_v3_large,17048202,nvme,0.0286,0.0876,0.0116,0.0098
g5.2xlarge,mobilenet_v3_large,17048202,nvme,0.0282,0.0862,0.0101,0.0084
g5.2xlarge,vit-base-patch16-224,346335626,nvme,0.3901,0.2515,0.0738,0.0363
g5.2xlarge,vit-base-patch16-224,346335626,nvme,0.3945,0.2631,0.0705,0.0366
g5.2xlarge,vit-base-patch16-224,346335626,nvme,0.3904,0.3589,0.0701,0.0363
g5.2xlarge,vit-base-patch16-224,346335626,nvme,0.3911,0.2475,0.0703,0.0364
g5.2xlarge,vit-base-patch16-224,346335626,nvme,0.3901,0.2464,0.0699,0.0362
g5.2xlarge,vit-large-patch16-224,1217434442,nvme,1.3813,1.0739,0.2377,0.1147
g5.2xlarge,vit-large-patch16-224,1217434442,nvme,1.3808,1.6789,0.2382,0.1163
g5.2xlarge,vit-large-patch16-224,1217434442,nvme,1.4050,1.4855,0.2597,0.1133
g5.2xlarge,vit-large-patch16-224,1217434442,nvme,1.3868,1.4749,0.2391,0.1164
g5.2xlarge,vit-large-patch16-224,1217434442,nvme,1.3877,1.3298,0.2374,0.1141
g5.2xlarge,densenet121,28410638,nvme,0.0548,0.1623,0.0206,0.0178
g5.2xlarge,densenet121,28410638,nvme,0.0547,0.1629,0.0206,0.0178
g5.2xlarge,densenet121,28410638,nvme,0.0542,0.1622,0.0206,0.0177
g5.2xlarge,densenet121,28410638,nvme,0.0541,0.1611,0.0205,0.0178
g5.2xlarge,densenet121,28410638,nvme,0.0543,0.1631,0.0207,0.0178
g5.2xlarge,densenet169,50945949,nvme,0.0866,0.3868,0.0307,0.0263
g5.2xlarge,densenet169,50945949,nvme,0.0865,0.2565,0.0307,0.0263
g5.2xlarge,densenet169,50945949,nvme,0.0869,0.2570,0.0316,0.0261
g5.2xlarge,densenet169,50945949,nvme,0.0875,0.2567,0.0309,0.0263
g5.2xlarge,densenet169,50945949,nvme,0.0865,0.2557,0.0308,0.0263
g5.2xlarge,densenet201,73741405,nvme,0.1179,0.3401,0.0385,0.0327
g5.2xlarge,densenet201,73741405,nvme,0.1162,0.3393,0.0387,0.0330
g5.2xlarge,densenet201,73741405,nvme,0.1166,0.3386,0.0386,0.0327
g5.2xlarge,densenet201,73741405,nvme,0.1161,0.3385,0.0387,0.0328
g5.2xlarge,densenet201,73741405,nvme,0.1163,0.3407,0.0389,0.0329
g5.2xlarge,densenet161,107148878,nvme,0.1423,0.3986,0.0375,0.0321
g5.2xlarge,densenet161,107148878,nvme,0.2721,0.4017,0.0374,0.0320
g5.2xlarge,densenet161,107148878,nvme,0.1426,0.3986,0.0373,0.0319
g5.2xlarge,densenet161,107148878,nvme,0.1425,0.3982,0.0374,0.0320
g5.2xlarge,densenet161,107148878,nvme,0.1416,0.4006,0.0375,0.0322
g5.2xlarge,clip-vit-base-patch32,605218930,nvme,0.6852,0.8407,0.1292,0.0717
g5.2xlarge,clip-vit-base-patch32,605218930,nvme,0.6857,1.0237,0.1286,0.0721
g5.2xlarge,clip-vit-base-patch32,605218930,nvme,0.6981,0.8346,0.1307,0.0692
g5.2xlarge,clip-vit-base-patch32,605218930,nvme,0.6849,0.8985,0.1286,0.0742
g5.2xlarge,clip-vit-base-patch32,605218930,nvme,0.6998,0.9215,0.1291,0.0703
g5.2xlarge,clip-vit-large-patch14,1710647794,nvme,1.9320,0.8759,0.3308,0.1604
g5.2xlarge,clip-vit-large-patch14,1710647794,nvme,1.9366,1.0225,0.3325,0.1603
g5.2xlarge,clip-vit-large-patch14,1710647794,nvme,1.9294,0.8768,0.3303,0.1600
g5.2xlarge,clip-vit-large-patch14,1710647794,nvme,1.9335,0.8971,0.3311,0.1603
g5.2xlarge,clip-vit-large-patch14,1710647794,nvme,1.9308,0.8679,0.3314,0.1599
g5.2xlarge,yolo11n,10703390,nvme,0.0281,0.2084,0.0131,0.0117
g5.2xlarge,yolo11n,10703390,nvme,0.0280,0.0785,0.0131,0.0116
g5.2xlarge,yolo11n,10703390,nvme,0.0280,0.0792,0.0131,0.0116
g5.2xlarge,yolo11n,10703390,nvme,0.0278,0.0800,0.0131,0.0116
g5.2xlarge,yolo11n,10703390,nvme,0.0280,0.0798,0.0131,0.0116
g5.2xlarge,yolo11s,38099486,nvme,0.0562,0.0909,0.0173,0.0147
g5.2xlarge,yolo11s,38099486,nvme,0.0560,0.0905,0.0173,0.0148
g5.2xlarge,yolo11s,38099486,nvme,0.0563,0.0914,0.0174,0.0148
g5.2xlarge,yolo11s,38099486,nvme,0.0565,0.0916,0.0175,0.0147
g5.2xlarge,yolo11s,38099486,nvme,0.0563,0.0914,0.0175,0.0147
g5.2xlarge,yolo11m,80831558,nvme,0.1055,0.1293,0.0262,0.0222
g5.2xlarge,yolo11m,80831558,nvme,0.1055,0.1302,0.0262,0.0222
g5.2xlarge,yolo11m,80831558,nvme,0.1051,0.1282,0.0262,0.0221
g5.2xlarge,yolo11m,80831558,nvme,0.1053,0.1279,0.0260,0.0220
g5.2xlarge,yolo11m,80831558,nvme,0.2348,0.1280,0.0262,0.0223
g5.2xlarge,yolo11l,102035229,nvme,0.1384,0.1910,0.0378,0.0332
g5.2xlarge,yolo11l,102035229,nvme,0.1386,0.1896,0.0375,0.0321
g5.2xlarge,yolo11l,102035229,nvme,0.1382,0.1892,0.0375,0.0321
g5.2xlarge,yolo11l,102035229,nvme,0.1387,0.3193,0.0384,0.0326
g5.2xlarge,yolo11l,102035229,nvme,0.1394,0.1896,0.0378,0.0322
g5.2xlarge,yolo11x,228536093,nvme,0.2676,0.3636,0.0505,0.0442
g5.2xlarge,yolo11x,228536093,nvme,0.2694,0.2312,0.0504,0.0442
g5.2xlarge,yolo11x,228536093,nvme,0.2694,0.2340,0.0518,0.0445
g5.2xlarge,yolo11x,228536093,nvme,0.2687,0.2324,0.0519,0.0445
g5.2xlarge,yolo11x,228536093,nvme,0.2688,0.2329,0.0520,0.0451
g5.2xlarge,whisper-small,967082862,nvme,1.0703,0.7577,0.1920,0.0976
g5.2xlarge,whisper-small,967082862,nvme,1.0729,0.5795,0.1921,0.0976
g5.2xlarge,whisper-small,967082862,nvme,1.0710,0.5772,0.1927,0.0979
g5.2xlarge,whisper-small,967082862,nvme,1.0741,0.5817,0.1931,0.0979
g5.2xlarge,whisper-small,967082862,nvme,1.0723,0.7615,0.1937,0.0978
g5.2xlarge,bert-base-uncased,438000710,nvme,0.4872,0.2673,0.0838,0.0435
g5.2xlarge,bert-base-uncased,438000710,nvme,0.4869,0.2684,0.0839,0.0435
g5.2xlarge,bert-base-uncased,438000710,nvme,0.4866,0.5042,0.0842,0.0438
g5.2xlarge,bert-base-uncased,438000710,nvme,0.4873,0.3936,0.0894,0.0437
g5.2xlarge,bert-base-uncased,438000710,nvme,0.4872,0.3243,0.0841,0.0434
g5.2xlarge,gpt2,497802778,nvme,0.5249,0.2920,0.0542,0.0473
g5.2xlarge,gpt2,497802778,nvme,0.5130,0.2948,0.0544,0.0474
g5.2xlarge,gpt2,497802778,nvme,0.5182,0.2865,0.0541,0.0471
g5.2xlarge,gpt2,497802778,nvme,0.5165,0.2879,0.0542,0.0473
g5.2xlarge,gpt2,497802778,nvme,0.5146,0.2866,0.0550,0.0476
g5.2xlarge,gpt2-medium,1419378714,nvme,1.5064,0.8088,0.1475,0.1274
g5.2xlarge,gpt2-medium,1419378714,nvme,1.5148,0.7746,0.2536,0.1278
g5.2xlarge,gpt2-medium,1419378714,nvme,1.5088,0.8193,0.2500,0.1274
g5.2xlarge,gpt2-medium,1419378714,nvme,1.5090,0.7919,0.2530,0.1277
g5.2xlarge,gpt2-medium,1419378714,nvme,1.5051,0.9182,0.2483,0.1275
g5.2xlarge,gpt2-large,3096248858,nvme,3.3574,1.3491,0.3305,0.2656
g5.2xlarge,gpt2-large,3096248858,nvme,3.3631,1.3542,0.3289,0.2659
g5.2xlarge,gpt2-large,3096248858,nvme,3.3652,1.3173,0.3283,0.2660
g5.2xlarge,gpt2-large,3096248858,nvme,3.3542,1.6269,0.3450,0.2654
g5.2xlarge,gpt2-large,3096248858,nvme,3.3592,1.4166,0.3293,0.2663
g5.2xlarge,gpt2-xl,6230630382,nvme,13.2004,3.1120,1.1726,0.6954
g5.2xlarge,gpt2-xl,6230630382,nvme,13.3233,4.9018,1.3029,2.9105
g5.2xlarge,gpt2-xl,6230630382,nvme,13.1803,4.9047,1.2969,2.9153
g5.2xlarge,gpt2-xl,6230630382,nvme,13.2189,4.8251,0.9852,0.6187
g5.2xlarge,gpt2-xl,6230630382,nvme,13.1934,4.9001,1.3007,2.9256
g5.2xlarge,roberta-base,498655558,nvme,0.5727,0.3212,0.0986,0.0480
g5.2xlarge,roberta-base,498655558,nvme,0.5686,0.3108,0.0991,0.0483
g5.2xlarge,roberta-base,498655558,nvme,0.6942,0.3108,0.0987,0.0480
g5.2xlarge,roberta-base,498655558,nvme,0.5701,0.3381,0.0986,0.0480
g5.2xlarge,roberta-base,498655558,nvme,0.5739,0.3042,0.1002,0.0479
g5.2xlarge,roberta-large,1421578310,nvme,1.6289,0.7809,0.2751,0.1296
g5.2xlarge,roberta-large,1421578310,nvme,1.6309,0.7424,0.2746,0.1289
g5.2xlarge,roberta-large,1421578310,nvme,1.6293,0.7335,0.2763,0.1297
g5.2xlarge,roberta-large,1421578310,nvme,1.6288,0.7375,0.2767,0.1288
g5.2xlarge,roberta-large,1421578310,nvme,1.6261,0.7335,0.2758,0.1289
g5.2xlarge,distilbert-base-uncased,265490386,nvme,0.3008,0.1901,0.0508,0.0253
g5.2xlarge,distilbert-base-uncased,265490386,nvme,0.3015,0.1782,0.0510,0.0253
g5.2xlarge,distilbert-base-uncased,265490386,nvme,0.3031,0.1959,0.0508,0.0253
g5.2xlarge,distilbert-base-uncased,265490386,nvme,0.3014,0.1839,0.0509,0.0253
g5.2xlarge,distilbert-base-uncased,265490386,nvme,0.3015,0.1697,0.0509,0.0254
g5.2xlarge,distilbert-base-uncased-distilled-squad,265490386,nvme,0.2995,0.1738,0.0503,0.0254
g5.2xlarge,distilbert-base-uncased-distilled-squad,265490386,nvme,0.3028,0.1686,0.0504,0.0254
g5.2xlarge,distilbert-base-uncased-distilled-squad,265490386,nvme,0.2997,0.1802,0.0503,0.0254
g5.2xlarge,distilbert-base-uncased-distilled-squad,265490386,nvme,0.3005,0.2744,0.0506,0.0254
g5.2xlarge,distilbert-base-uncased-distilled-squad,265490386,nvme,0.3004,0.1767,0.0501,0.0255
g5.2xlarge,albert-base-v2,46749895,nvme,0.0533,0.0671,0.0100,0.0049
g5.2xlarge,albert-base-v2,46749895,nvme,0.0540,0.0623,0.0101,0.0049
g5.2xlarge,albert-base-v2,46749895,nvme,0.0533,0.0735,0.0101,0.0049
g5.2xlarge,albert-base-v2,46749895,nvme,0.0535,0.0715,0.0100,0.0049
g5.2xlarge,albert-base-v2,46749895,nvme,0.0534,0.0728,0.0101,0.0049
g5.2xlarge,albert-large-v2,70753479,nvme,0.0804,0.0933,0.0142,0.0069
g5.2xlarge,albert-large-v2,70753479,nvme,0.0806,0.0727,0.0142,0.0068
g5.2xlarge,albert-large-v2,70753479,nvme,0.0805,0.1231,0.0141,0.0068
g5.2xlarge,albert-large-v2,70753479,nvme,0.0806,0.1256,0.0141,0.0068
g5.2xlarge,albert-large-v2,70753479,nvme,0.0807,0.0740,0.0140,0.0068
g5.2xlarge,albert-xlarge-v2,234925255,nvme,0.2696,0.1341,0.0412,0.0196
g5.2xlarge,albert-xlarge-v2,234925255,nvme,0.2704,0.1309,0.0413,0.0196
g5.2xlarge,albert-xlarge-v2,234925255,nvme,0.2707,0.1741,0.0415,0.0197
g5.2xlarge,albert-xlarge-v2,234925255,nvme,0.2697,0.1402,0.0414,0.0196
g5.2xlarge,albert-xlarge-v2,234925255,nvme,0.2712,0.1344,0.0418,0.0196
g5.2xlarge,albert-xxlarge-v2,890424519,nvme,1.0260,0.3631,0.1514,0.0701
g5.2xlarge,albert-xxlarge-v2,890424519,nvme,1.0296,0.3622,0.1507,0.0701
g5.2xlarge,albert-xxlarge-v2,890424519,nvme,1.0226,0.3685,0.1514,0.2041
g5.2xlarge,albert-xxlarge-v2,890424519,nvme,1.0310,0.3658,0.1520,0.0701
g5.2xlarge,albert-xxlarge-v2,890424519,nvme,1.0211,0.3636,0.1520,0.2050
g5.2xlarge,t5-small,242076894,nvme,0.2717,0.3182,0.0573,0.0282
g5.2xlarge,t5-small,242076894,nvme,0.2709,0.3176,0.0541,0.0281
g5.2xlarge,t5-small,242076894,nvme,0.2717,0.3202,0.0542,0.0282
g5.2xlarge,t5-small,242076894,nvme,0.2718,0.3440,0.0542,0.0281
g5.2xlarge,t5-small,242076894,nvme,0.2722,0.4028,0.0543,0.0281
g5.2xlarge,t5-base,891712870,nvme,0.9876,0.6868,0.1827,0.0875
g5.2xlarge,t5-base,891712870,nvme,0.9808,0.7489,0.1813,0.0874
g5.2xlarge,t5-base,891712870,nvme,0.9794,0.6866,0.1820,0.0876
g5.2xlarge,t5-base,891712870,nvme,0.9856,0.6805,0.1817,0.0876
g5.2xlarge,t5-base,891712870,nvme,0.9861,0.6776,0.1886,0.0876
g5.2xlarge,t5-large,2950868150,nvme,3.3173,2.3532,0.5746,0.8892
g5.2xlarge,t5-large,2950868150,nvme,3.3170,2.2301,0.5715,0.2670
g5.2xlarge,t5-large,2950868150,nvme,3.3240,2.3542,0.5752,0.8968
g5.2xlarge,t5-large,2950868150,nvme,3.3184,2.3600,0.5742,0.8943
g5.2xlarge,t5-large,2950868150,nvme,3.3360,2.4723,0.5818,0.8974
g5.2xlarge,resnet18,44796930,nfs,0.3651,0.3525,0.0088,0.0074
g5.2xlarge,resnet18,44796930,nfs,0.2650,0.3543,0.0082,0.0068
g5.2xlarge,resnet18,44796930,nfs,0.2851,0.3533,0.0081,0.0066
g5.2xlarge,resnet18,44796930,nfs,0.2452,0.3594,0.0080,0.0067
g5.2xlarge,resnet18,44796930,nfs,0.2381,0.3465,0.0080,0.0066
g5.2xlarge,resnet34,85284162,nfs,0.3363,0.6312,0.0160,0.0136
g5.2xlarge,resnet34,85284162,nfs,0.3471,0.6286,0.0160,0.0129
g5.2xlarge,resnet34,85284162,nfs,0.3321,0.6247,0.0161,0.0139
g5.2xlarge,resnet34,85284162,nfs,0.3217,0.6482,0.0145,0.0123
g5.2xlarge,resnet34,85284162,nfs,0.3278,0.6288,0.0145,0.0124
g5.2xlarge,resnet50,94409514,nfs,0.4386,0.5931,0.0185,0.0156
g5.2xlarge,resnet50,94409514,nfs,0.3692,0.5958,0.0185,0.0156
g5.2xlarge,resnet50,94409514,nfs,0.3484,0.5974,0.0185,0.0156
g5.2xlarge,resnet50,94409514,nfs,0.3633,0.5961,0.0185,0.0158
g5.2xlarge,resnet50,94409514,nfs,0.3846,0.5828,0.0185,0.0157
g5.2xlarge,resnet101,170666210,nfs,0.5665,1.2970,0.0371,0.0305
g5.2xlarge,resnet101,170666210,nfs,0.5554,1.2922,0.0365,0.0304
g5.2xlarge,resnet101,170666210,nfs,0.5416,1.2875,0.0364,0.0310
g5.2xlarge,resnet101,170666210,nfs,0.5821,1.3013,0.0358,0.0304
g5.2xlarge,resnet101,170666210,nfs,0.5629,1.3064,0.0362,0.0309
g5.2xlarge,resnet152,233504410,nfs,0.7302,2.1302,0.0554,0.0436
g5.2xlarge,resnet152,233504410,nfs,0.7213,2.0905,0.0522,0.0439
g5.2xlarge,resnet152,233504410,nfs,0.7303,2.0882,0.0515,0.0434
g5.2xlarge,resnet152,233504410,nfs,0.7727,2.0872,0.0519,0.0438
g5.2xlarge,resnet152,233504410,nfs,0.7194,2.0630,0.0526,0.0443
g5.2xlarge,efficientnet-b0,21447946,nfs,0.2077,0.3553,0.0191,0.0113
g5.2xlarge,efficientnet-b0,21447946,nfs,0.2412,0.3582,0.0189,0.0123
g5.2xlarge,efficientnet-b0,21447946,nfs,0.1768,0.3532,0.0188,0.0116
g5.2xlarge,efficientnet-b0,21447946,nfs,0.1863,0.3483,0.0162,0.0108
g5.2xlarge,efficientnet-b0,21447946,nfs,0.1689,0.3617,0.0188,0.0115
g5.2xlarge,efficientnet-b1,31602810,nfs,0.2165,0.5355,0.0255,0.0179
g5.2xlarge,efficientnet-b1,31602810,nfs,0.2224,0.4987,0.0228,0.0177
g5.2xlarge,efficientnet-b1,31602810,nfs,0.2302,0.4832,0.0201,0.0147
g5.2xlarge,efficientnet-b1,31602810,nfs,0.2220,0.4925,0.0231,0.0179
g5.2xlarge,efficientnet-b1,31602810,nfs,0.2200,0.5053,0.0221,0.0177
g5.2xlarge,efficientnet-b2,36889082,nfs,0.2277,0.5237,0.0236,0.0287
g5.2xlarge,efficientnet-b2,36889082,nfs,0.2527,0.5680,0.0237,0.0289
g5.2xlarge,efficientnet-b2,36889082,nfs,0.2632,0.5323,0.0212,0.0161
g5.2xlarge,efficientnet-b2,36889082,nfs,0.2185,0.7030,0.0259,0.0287
g5.2xlarge,efficientnet-b2,36889082,nfs,0.2234,0.5101,0.0236,0.0289
g5.2xlarge,efficientnet-b3,49484850,nfs,0.2506,0.5735,0.0279,0.0207
g5.2xlarge,efficientnet-b3,49484850,nfs,0.2593,0.7620,0.0267,0.0218
g5.2xlarge,efficientnet-b3,49484850,nfs,0.2432,0.5796,0.0272,0.0211
g5.2xlarge,efficientnet-b3,49484850,nfs,0.2824,0.5731,0.0277,0.0250
g5.2xlarge,efficientnet-b3,49484850,nfs,0.2572,0.5915,0.0270,0.0228
g5.2xlarge,efficientnet-b4,78115106,nfs,0.3391,0.8018,0.0363,0.0260
g5.2xlarge,efficientnet-b4,78115106,nfs,0.8588,0.8163,0.0344,0.0237
g5.2xlarge,efficientnet-b4,78115106,nfs,0.3476,0.8027,0.0400,0.0295
g5.2xlarge,efficientnet-b4,78115106,nfs,0.3110,0.8205,0.0372,0.0262
g5.2xlarge,efficientnet-b4,78115106,nfs,0.3532,0.8166,0.0363,0.0259
g5.2xlarge,efficientnet-b5,122549778,nfs,0.4831,1.2239,0.0494,0.0375
g5.2xlarge,efficientnet-b5,122549778,nfs,0.4465,1.2630,0.0492,0.0383
g5.2xlarge,efficientnet-b5,122549778,nfs,0.4688,1.4648,0.0496,0.0375
g5.2xlarge,efficientnet-b5,122549778,nfs,0.4771,1.2371,0.0470,0.0316
g5.2xlarge,efficientnet-b5,122549778,nfs,0.4868,1.2822,0.0492,0.0324
g5.2xlarge,efficientnet-b6,173410626,nfs,0.6110,1.6619,0.0623,0.0443
g5.2xlarge,efficientnet-b6,173410626,nfs,0.5924,1.6186,0.0622,0.0402
g5.2xlarge,efficientnet-b6,173410626,nfs,0.5916,1.6017,0.0597,0.0392
g5.2xlarge,efficientnet-b6,173410626,nfs,0.6007,1.8184,0.0617,0.0393
g5.2xlarge,efficientnet-b6,173410626,nfs,0.6088,1.6735,0.0632,0.0434
g5.2xlarge,efficientnet-b7,267066482,nfs,0.8813,2.0083,0.0857,0.0533
g5.2xlarge,efficientnet-b7,267066482,nfs,0.8756,2.3450,0.0819,0.0533
g5.2xlarge,efficientnet-b7,267066482,nfs,0.8463,2.1136,0.0849,0.0603
g5.2xlarge,efficientnet-b7,267066482,nfs,0.8851,2.2305,0.0849,0.0537
g5.2xlarge,efficientnet-b7,267066482,nfs,0.8760,2.0496,0.0816,0.0533
g5.2xlarge,convnext-tiny,111363026,nfs,0.4062,0.7514,0.0177,0.0149
g5.2xlarge,convnext-tiny,111363026,nfs,0.4085,0.7751,0.0191,0.0150
g5.2xlarge,convnext-tiny,111363026,nfs,0.4275,0.7687,0.0190,0.0150
g5.2xlarge,convnext-tiny,111363026,nfs,0.4359,0.7585,0.0178,0.0154
g5.2xlarge,convnext-tiny,111363026,nfs,0.4134,0.7740,0.0179,0.0153
g5.2xlarge,convnext-small,197948042,nfs,0.6415,1.4557,0.0311,0.0275
g5.2xlarge,convnext-small,197948042,nfs,0.6489,1.5947,0.0310,0.0276
g5.2xlarge,convnext-small,197948042,nfs,0.6452,1.4556,0.0315,0.0278
g5.2xlarge,convnext-small,197948042,nfs,0.6287,1.4436,0.0311,0.0274
g5.2xlarge,convnext-small,197948042,nfs,0.6405,1.4471,0.0322,0.0283
g5.2xlarge,convnext-base,350405450,nfs,1.0193,2.0297,0.0465,0.0401
g5.2xlarge,convnext-base,350405450,nfs,1.0619,2.0696,0.0460,0.0398
g5.2xlarge,convnext-base,350405450,nfs,1.0229,2.0647,0.0460,0.0399
g5.2xlarge,convnext-base,350405450,nfs,1.0236,2.0081,0.0460,0.0396
g5.2xlarge,convnext-base,350405450,nfs,1.0521,2.0150,0.0460,0.0400
g5.2xlarge,convnext-large,785081418,nfs,2.1745,4.1400,0.0855,0.0740
g5.2xlarge,convnext-large,785081418,nfs,2.1747,4.1448,0.0854,0.0740
g5.2xlarge,convnext-large,785081418,nfs,2.1718,4.0596,0.0863,0.0744
g5.2xlarge,convnext-large,785081418,nfs,2.2116,4.1061,0.0860,0.0751
g5.2xlarge,convnext-large,785081418,nfs,2.1620,4.0810,0.0854,0.0751
g5.2xlarge,mobilenet_v3_large,17048202,nfs,0.1640,0.1545,0.0100,0.0083
g5.2xlarge,mobilenet_v3_large,17048202,nfs,0.1987,0.1581,0.0099,0.0083
g5.2xlarge,mobilenet_v3_large,17048202,nfs,0.1712,0.1588,0.0102,0.0083
g5.2xlarge,mobilenet_v3_large,17048202,nfs,0.1702,0.1555,0.0101,0.0083
g5.2xlarge,mobilenet_v3_large,17048202,nfs,0.1823,0.1564,0.0100,0.0083
g5.2xlarge,vit-base-patch16-224,346335626,nfs,1.0879,1.3040,0.0732,0.0364
g5.2xlarge,vit-base-patch16-224,346335626,nfs,1.0352,1.2919,0.0693,0.0364
g5.2xlarge,vit-base-patch16-224,346335626,nfs,1.0651,1.2737,0.0691,0.0362
g5.2xlarge,vit-base-patch16-224,346335626,nfs,1.0625,1.2847,0.0692,0.0363
g5.2xlarge,vit-base-patch16-224,346335626,nfs,1.0388,1.3104,0.0699,0.0361
g5.2xlarge,vit-large-patch16-224,1217434442,nfs,3.0816,3.3660,0.2380,0.1160
g5.2xlarge,vit-large-patch16-224,1217434442,nfs,3.2806,3.9334,0.2390,0.1181
g5.2xlarge,vit-large-patch16-224,1217434442,nfs,3.4919,3.9960,0.2396,0.1141
g5.2xlarge,vit-large-patch16-224,1217434442,nfs,3.3968,3.5357,0.2392,0.1141
g5.2xlarge,vit-large-patch16-224,1217434442,nfs,3.0768,3.3709,0.2368,0.1133
g5.2xlarge,densenet121,28410638,nfs,0.2171,0.3950,0.0220,0.0177
g5.2xlarge,densenet121,28410638,nfs,0.3819,0.4109,0.0228,0.0192
g5.2xlarge,densenet121,28410638,nfs,0.2310,0.3839,0.0206,0.0178
g5.2xlarge,densenet121,28410638,nfs,0.3650,0.3984,0.0209,0.0181
g5.2xlarge,densenet121,28410638,nfs,0.2286,0.4044,0.0241,0.0179
g5.2xlarge,densenet169,50945949,nfs,0.2658,0.4811,0.0312,0.0264
g5.2xlarge,densenet169,50945949,nfs,0.2549,0.4900,0.0308,0.0262
g5.2xlarge,densenet169,50945949,nfs,0.3786,0.4904,0.0310,0.0264
g5.2xlarge,densenet169,50945949,nfs,0.3438,0.4888,0.0311,0.0272
g5.2xlarge,densenet169,50945949,nfs,0.2736,0.4957,0.0308,0.0262
g5.2xlarge,densenet201,73741405,nfs,0.3394,0.8945,0.0386,0.0328
g5.2xlarge,densenet201,73741405,nfs,0.3507,0.7976,0.0392,0.0329
g5.2xlarge,densenet201,73741405,nfs,0.3343,0.7901,0.0386,0.0327
g5.2xlarge,densenet201,73741405,nfs,0.3095,0.8016,0.0386,0.0327
g5.2xlarge,densenet201,73741405,nfs,0.2914,0.4841,0.0386,0.0328
g5.2xlarge,densenet161,107148878,nfs,0.3798,0.9555,0.0373,0.0320
g5.2xlarge,densenet161,107148878,nfs,0.4524,0.9357,0.0374,0.0319
g5.2xlarge,densenet161,107148878,nfs,0.3850,1.0962,0.0383,0.0334
g5.2xlarge,densenet161,107148878,nfs,0.3691,0.9234,0.0422,0.0319
g5.2xlarge,densenet161,107148878,nfs,0.4335,0.9624,0.0383,0.0336
g5.2xlarge,clip-vit-base-patch32,605218930,nfs,1.5924,2.1024,0.1292,0.0657
g5.2xlarge,clip-vit-base-patch32,605218930,nfs,1.5220,2.0734,0.1294,0.0679
g5.2xlarge,clip-vit-base-patch32,605218930,nfs,1.5713,2.0489,0.1315,0.0668
g5.2xlarge,clip-vit-base-patch32,605218930,nfs,1.5783,2.0272,0.1298,0.0654
g5.2xlarge,clip-vit-base-patch32,605218930,nfs,1.5874,2.0638,0.1318,0.0660
g5.2xlarge,clip-vit-large-patch14,1710647794,nfs,4.2632,0.9046,0.3312,0.1603
g5.2xlarge,clip-vit-large-patch14,1710647794,nfs,4.2459,4.5626,0.3308,0.1604
g5.2xlarge,clip-vit-large-patch14,1710647794,nfs,4.2351,4.5252,0.3327,0.1602
g5.2xlarge,clip-vit-large-patch14,1710647794,nfs,4.2398,4.5643,0.3351,0.1604
g5.2xlarge,clip-vit-large-patch14,1710647794,nfs,4.3523,4.4917,0.3343,0.1604
g5.2xlarge,yolo11n,10703390,nfs,0.2011,0.1472,0.0132,0.0116
g5.2xlarge,yolo11n,10703390,nfs,0.1820,0.1342,0.0131,0.0116
g5.2xlarge,yolo11n,10703390,nfs,0.1741,0.1396,0.0131,0.0116
g5.2xlarge,yolo11n,10703390,nfs,0.1992,0.0836,0.0131,0.0115
g5.2xlarge,yolo11n,10703390,nfs,0.1606,0.1394,0.0130,0.0115
g5.2xlarge,yolo11s,38099486,nfs,0.2414,0.2658,0.0201,0.0157
g5.2xlarge,yolo11s,38099486,nfs,0.2349,0.2608,0.0196,0.0148
g5.2xlarge,yolo11s,38099486,nfs,0.2020,0.2605,0.0173,0.0148
g5.2xlarge,yolo11s,38099486,nfs,0.2258,0.2516,0.0174,0.0150
g5.2xlarge,yolo11s,38099486,nfs,0.2293,0.3914,0.0174,0.0149
g5.2xlarge,yolo11m,80831558,nfs,0.3260,0.6685,0.0261,0.0219
g5.2xlarge,yolo11m,80831558,nfs,0.3427,0.6860,0.0265,0.0228
